FactID,GeografiaID,EstudianteID,TiempoID,TotalPrompts,SessionLengthMin,NumeroSesiones,ConsumoAguaEstimado,FactorConsumoLitros
7757,8,7,242,4,23.06,1,2.0,0.5
7758,5,19,281,4,15.74,1,2.0,0.5
7759,17,17,116,7,21.75,1,3.5,0.5
7760,8,18,258,3,10.38,1,1.5,0.5
7761,10,18,297,6,18.18,1,3.0,0.5
7762,2,6,70,3,15.17,1,1.5,0.5
7763,9,21,17,11,28.89,1,5.5,0.5
7764,3,3,168,8,39.5,1,4.0,0.5
7765,18,8,147,2,12.15,1,1.0,0.5
7766,7,13,30,3,19.03,1,1.5,0.5
7767,15,17,131,11,34.17,1,5.5,0.5
7768,20,8,258,2,10.62,1,1.0,0.5
7769,18,18,101,2,11.92,1,1.0,0.5
7770,3,3,243,13,40.73,1,6.5,0.5
7771,14,21,200,5,26.51,1,2.5,0.5
7772,2,18,11,9,28.06,1,4.5,0.5
7773,14,16,252,9,38.87,1,4.5,0.5
7774,11,18,260,1,4.97,1,0.5,0.5
7775,16,17,215,16,36.69,1,8.0,0.5
7776,8,6,132,2,9.64,1,1.0,0.5
7777,7,17,38,12,40.19,1,6.0,0.5
7778,11,15,76,1,5.9,1,0.5,0.5
7779,3,17,80,5,25.31,1,2.5,0.5
7780,17,7,282,5,26.81,1,2.5,0.5
7781,14,7,42,5,23.7,1,2.5,0.5
7782,6,21,87,2,12.12,1,1.0,0.5
7783,8,10,255,16,45.03,1,8.0,0.5
7784,5,18,210,7,23.4,1,3.5,0.5
7785,8,19,296,6,28.58,1,3.0,0.5
7786,2,3,331,12,28.45,1,6.0,0.5
7787,15,21,16,7,29.72,1,3.5,0.5
7788,12,1,17,1,6.74,1,0.5,0.5
7789,17,5,106,3,13.89,1,1.5,0.5
7790,1,19,223,1,5.98,1,0.5,0.5
7791,15,16,208,3,15.99,1,1.5,0.5
7792,14,17,331,1,3.95,1,0.5,0.5
7793,20,1,331,1,6.5,1,0.5,0.5
7794,16,17,88,6,17.71,1,3.0,0.5
7795,9,7,274,11,39.84,1,5.5,0.5
7796,1,20,333,2,9.17,1,1.0,0.5
7797,17,20,61,5,21.02,1,2.5,0.5
7798,13,2,25,19,73.22,1,9.5,0.5
7799,5,3,319,11,58.37,1,5.5,0.5
7800,10,20,250,9,26.52,1,4.5,0.5
7801,6,15,33,7,26.19,1,3.5,0.5
7802,19,19,69,2,9.1,1,1.0,0.5
7803,13,19,331,2,14.22,1,1.0,0.5
7804,1,19,59,11,42.48,1,5.5,0.5
7805,20,14,37,9,21.86,1,4.5,0.5
7806,15,6,322,10,38.0,1,5.0,0.5
7807,14,15,68,1,8.21,1,0.5,0.5
7808,8,21,304,4,17.25,1,2.0,0.5
7809,10,17,30,5,12.87,1,2.5,0.5
7810,9,14,145,5,20.43,1,2.5,0.5
7811,17,11,291,4,9.72,1,2.0,0.5
7812,9,13,115,8,27.16,1,4.0,0.5
7813,3,5,199,2,10.66,1,1.0,0.5
7814,11,16,258,6,22.0,1,3.0,0.5
7815,12,1,355,2,8.15,1,1.0,0.5
7816,10,8,344,10,21.74,1,5.0,0.5
7817,17,19,44,3,12.54,1,1.5,0.5
7818,17,20,277,3,14.21,1,1.5,0.5
7819,11,17,145,3,12.06,1,1.5,0.5
7820,4,20,210,14,60.91,1,7.0,0.5
7821,7,21,60,6,18.91,1,3.0,0.5
7822,14,21,338,4,15.91,1,2.0,0.5
7823,7,4,170,3,9.38,1,1.5,0.5
7824,8,18,212,5,16.57,1,2.5,0.5
7825,1,6,163,2,6.15,1,1.0,0.5
7826,4,7,209,3,10.35,1,1.5,0.5
7827,12,2,194,2,10.87,1,1.0,0.5
7828,3,19,156,7,17.52,1,3.5,0.5
7829,13,17,116,9,25.04,1,4.5,0.5
7830,20,9,348,10,35.44,1,5.0,0.5
7831,6,19,4,3,8.33,1,1.5,0.5
7832,11,5,41,6,18.76,1,3.0,0.5
7833,4,12,297,1,7.21,1,0.5,0.5
7834,20,11,227,11,44.76,1,5.5,0.5
7835,16,18,43,1,6.73,1,0.5,0.5
7836,7,7,207,10,24.85,1,5.0,0.5
7837,11,15,127,7,34.9,1,3.5,0.5
7838,1,19,102,7,21.37,1,3.5,0.5
7839,7,6,217,6,21.48,1,3.0,0.5
7840,12,12,209,11,24.74,1,5.5,0.5
7841,7,14,23,2,10.33,1,1.0,0.5
7842,7,10,152,1,6.69,1,0.5,0.5
7843,10,9,121,4,21.37,1,2.0,0.5
7844,16,3,119,6,22.63,1,3.0,0.5
7845,8,16,292,3,16.96,1,1.5,0.5
7846,9,3,52,9,22.31,1,4.5,0.5
7847,9,6,326,4,15.41,1,2.0,0.5
7848,2,10,325,28,82.82,1,14.0,0.5
7849,13,16,262,1,4.94,1,0.5,0.5
7850,13,3,1,3,14.07,1,1.5,0.5
7851,4,19,17,13,49.01,1,6.5,0.5
7852,12,21,309,1,2.8,1,0.5,0.5
7853,17,21,151,3,17.74,1,1.5,0.5
7854,2,2,69,9,31.28,1,4.5,0.5
7855,13,4,222,4,18.91,1,2.0,0.5
7856,18,11,361,6,13.98,1,3.0,0.5
7857,15,14,196,1,4.33,1,0.5,0.5
7858,8,21,356,15,40.67,1,7.5,0.5
7859,15,15,363,17,37.18,1,8.5,0.5
7860,1,16,194,3,12.75,1,1.5,0.5
7861,20,2,172,2,5.7,1,1.0,0.5
7862,10,21,248,4,9.5,1,2.0,0.5
7863,12,4,204,5,19.35,1,2.5,0.5
7864,5,3,187,3,11.56,1,1.5,0.5
7865,9,2,95,8,37.16,1,4.0,0.5
7866,8,3,324,10,21.94,1,5.0,0.5
7867,16,20,122,7,18.75,1,3.5,0.5
7868,14,4,203,5,15.61,1,2.5,0.5
7869,13,16,128,2,4.87,1,1.0,0.5
7870,13,16,302,6,23.1,1,3.0,0.5
7871,5,12,287,4,10.31,1,2.0,0.5
7872,16,19,151,3,7.63,1,1.5,0.5
7873,11,18,248,3,14.5,1,1.5,0.5
7874,5,9,157,4,19.06,1,2.0,0.5
7875,13,10,110,21,43.59,1,10.5,0.5
7876,11,20,338,7,28.67,1,3.5,0.5
7877,19,16,156,1,6.48,1,0.5,0.5
7878,3,15,291,4,14.01,1,2.0,0.5
7879,15,16,121,4,17.16,1,2.0,0.5
7880,7,20,302,4,15.2,1,2.0,0.5
7881,7,2,290,15,56.48,1,7.5,0.5
7882,6,15,47,13,42.26,1,6.5,0.5
7883,3,16,232,2,14.25,1,1.0,0.5
7884,13,17,170,3,14.54,1,1.5,0.5
7885,7,17,282,1,8.45,1,0.5,0.5
7886,5,10,51,9,42.83,1,4.5,0.5
7887,18,16,85,5,26.15,1,2.5,0.5
7888,8,7,116,2,6.58,1,1.0,0.5
7889,17,4,256,5,15.74,1,2.5,0.5
7890,20,20,71,4,10.02,1,2.0,0.5
7891,1,19,44,5,26.09,1,2.5,0.5
7892,14,17,238,4,19.24,1,2.0,0.5
7893,17,16,55,16,51.26,1,8.0,0.5
7894,10,21,278,17,40.95,1,8.5,0.5
7895,12,16,362,3,8.69,1,1.5,0.5
7896,16,20,170,3,9.71,1,1.5,0.5
7897,14,7,315,7,16.73,1,3.5,0.5
7898,16,8,57,3,11.65,1,1.5,0.5
7899,8,5,70,10,28.93,1,5.0,0.5
7900,10,16,30,1,5.18,1,0.5,0.5
7901,17,20,76,3,15.45,1,1.5,0.5
7902,18,18,72,11,54.95,1,5.5,0.5
7903,20,19,7,1,4.69,1,0.5,0.5
7904,16,21,119,17,60.39,1,8.5,0.5
7905,17,11,269,11,24.96,1,5.5,0.5
7906,16,16,25,10,29.8,1,5.0,0.5
7907,19,15,18,6,14.05,1,3.0,0.5
7908,8,4,111,6,33.74,1,3.0,0.5
7909,6,17,64,5,25.21,1,2.5,0.5
7910,6,15,238,1,3.85,1,0.5,0.5
7911,9,18,99,1,5.74,1,0.5,0.5
7912,4,12,207,1,5.76,1,0.5,0.5
7913,12,6,85,2,11.74,1,1.0,0.5
7914,12,16,310,1,8.0,1,0.5,0.5
7915,17,13,44,3,13.05,1,1.5,0.5
7916,15,5,110,1,5.66,1,0.5,0.5
7917,9,3,285,12,26.06,1,6.0,0.5
7918,7,16,189,5,12.36,1,2.5,0.5
7919,10,8,365,6,18.43,1,3.0,0.5
7920,16,21,199,7,26.53,1,3.5,0.5
7921,12,15,357,11,28.38,1,5.5,0.5
7922,7,13,342,9,23.68,1,4.5,0.5
7923,18,19,221,2,8.94,1,1.0,0.5
7924,15,16,301,7,32.26,1,3.5,0.5
7925,6,15,335,3,8.8,1,1.5,0.5
7926,12,16,272,1,4.63,1,0.5,0.5
7927,11,18,337,2,6.67,1,1.0,0.5
7928,20,15,44,1,7.36,1,0.5,0.5
7929,3,21,35,1,4.92,1,0.5,0.5
7930,2,1,183,11,43.09,1,5.5,0.5
7931,6,21,336,15,34.49,1,7.5,0.5
7932,5,17,239,4,13.69,1,2.0,0.5
7933,18,21,174,5,15.1,1,2.5,0.5
7934,16,15,60,4,9.78,1,2.0,0.5
7935,8,19,321,6,24.42,1,3.0,0.5
7936,20,10,296,9,46.01,1,4.5,0.5
7937,11,20,158,2,12.65,1,1.0,0.5
7938,10,14,229,7,22.92,1,3.5,0.5
7939,12,21,237,2,8.68,1,1.0,0.5
7940,6,21,231,24,56.13,1,12.0,0.5
7941,20,5,239,2,11.94,1,1.0,0.5
7942,5,16,108,11,39.67,1,5.5,0.5
7943,9,16,224,15,37.35,1,7.5,0.5
7944,16,18,269,15,34.01,1,7.5,0.5
7945,14,3,205,13,30.96,1,6.5,0.5
7946,8,5,38,3,16.03,1,1.5,0.5
7947,20,1,254,8,24.73,1,4.0,0.5
7948,19,20,63,2,11.3,1,1.0,0.5
7949,14,18,200,2,12.19,1,1.0,0.5
7950,7,15,272,2,9.02,1,1.0,0.5
7951,5,21,78,9,25.72,1,4.5,0.5
7952,18,18,44,3,10.04,1,1.5,0.5
7953,2,16,286,2,8.06,1,1.0,0.5
7954,11,7,214,2,6.31,1,1.0,0.5
7955,8,13,8,2,8.65,1,1.0,0.5
7956,1,12,23,8,27.02,1,4.0,0.5
7957,12,12,86,3,14.06,1,1.5,0.5
7958,2,7,340,4,24.15,1,2.0,0.5
7959,18,21,168,3,19.74,1,1.5,0.5
7960,7,11,164,5,19.1,1,2.5,0.5
7961,17,9,160,18,65.88,1,9.0,0.5
7962,14,9,9,9,33.13,1,4.5,0.5
7963,7,13,287,2,9.28,1,1.0,0.5
7964,3,7,268,13,39.79,1,6.5,0.5
7965,6,19,290,11,44.51,1,5.5,0.5
7966,20,17,66,4,11.75,1,2.0,0.5
7967,2,17,275,3,9.68,1,1.5,0.5
7968,17,14,1,3,15.05,1,1.5,0.5
7969,12,16,25,8,22.51,1,4.0,0.5
7970,12,13,3,7,18.18,1,3.5,0.5
7971,17,17,136,5,24.75,1,2.5,0.5
7972,10,19,364,2,10.97,1,1.0,0.5
7973,3,15,77,4,20.9,1,2.0,0.5
7974,20,15,291,4,13.14,1,2.0,0.5
7975,18,15,63,7,20.6,1,3.5,0.5
7976,13,19,210,1,4.11,1,0.5,0.5
7977,12,21,131,1,5.3,1,0.5,0.5
7978,17,12,76,3,16.26,1,1.5,0.5
7979,4,17,212,7,26.63,1,3.5,0.5
7980,10,21,154,1,7.18,1,0.5,0.5
7981,11,3,74,1,7.36,1,0.5,0.5
7982,6,19,340,4,13.49,1,2.0,0.5
7983,6,7,38,16,57.23,1,8.0,0.5
7984,9,21,2,6,15.49,1,3.0,0.5
7985,15,17,125,12,33.14,1,6.0,0.5
7986,2,19,246,8,31.08,1,4.0,0.5
7987,4,6,19,8,29.29,1,4.0,0.5
7988,5,17,127,2,10.18,1,1.0,0.5
7989,17,11,315,8,26.5,1,4.0,0.5
7990,8,5,70,3,15.95,1,1.5,0.5
7991,8,16,105,7,19.11,1,3.5,0.5
7992,12,16,95,10,51.87,1,5.0,0.5
7993,8,18,345,5,24.43,1,2.5,0.5
7994,19,17,206,5,15.21,1,2.5,0.5
7995,3,7,350,9,31.85,1,4.5,0.5
7996,18,11,92,12,39.45,1,6.0,0.5
7997,19,13,214,9,34.58,1,4.5,0.5
7998,19,17,276,10,38.78,1,5.0,0.5
7999,15,3,1,4,15.1,1,2.0,0.5
8000,6,18,364,3,10.59,1,1.5,0.5
8001,16,21,138,3,13.4,1,1.5,0.5
8002,8,21,215,5,14.05,1,2.5,0.5
8003,16,19,268,5,19.63,1,2.5,0.5
8004,18,20,63,3,7.19,1,1.5,0.5
8005,20,14,360,2,6.71,1,1.0,0.5
8006,16,21,163,18,39.81,1,9.0,0.5
8007,11,3,328,3,13.66,1,1.5,0.5
8008,7,3,315,8,39.19,1,4.0,0.5
8009,17,5,240,1,9.7,1,0.5,0.5
8010,17,21,67,13,48.83,1,6.5,0.5
8011,12,18,257,1,7.4,1,0.5,0.5
8012,13,21,303,9,37.06,1,4.5,0.5
8013,10,21,220,4,15.33,1,2.0,0.5
8014,7,2,298,6,16.42,1,3.0,0.5
8015,14,21,238,3,15.29,1,1.5,0.5
8016,1,2,25,3,14.81,1,1.5,0.5
8017,17,9,24,2,11.3,1,1.0,0.5
8018,4,21,176,15,35.24,1,7.5,0.5
8019,5,20,155,1,5.1,1,0.5,0.5
8020,20,17,208,2,9.47,1,1.0,0.5
8021,7,21,271,6,14.15,1,3.0,0.5
8022,10,10,168,8,18.41,1,4.0,0.5
8023,17,14,64,8,22.99,1,4.0,0.5
8024,7,20,320,3,18.76,1,1.5,0.5
8025,1,4,178,1,4.65,1,0.5,0.5
8026,7,19,294,9,30.05,1,4.5,0.5
8027,11,15,170,1,4.54,1,0.5,0.5
8028,9,16,363,1,2.25,1,0.5,0.5
8029,12,16,95,2,5.98,1,1.0,0.5
8030,3,14,334,6,21.96,1,3.0,0.5
8031,4,14,89,19,63.68,1,9.5,0.5
8032,4,9,69,2,7.68,1,1.0,0.5
8033,13,11,328,2,8.69,1,1.0,0.5
8034,19,20,216,2,9.47,1,1.0,0.5
8035,10,1,346,4,11.28,1,2.0,0.5
8036,5,18,81,6,20.25,1,3.0,0.5
8037,7,19,343,3,12.38,1,1.5,0.5
8038,16,12,339,4,18.55,1,2.0,0.5
8039,1,8,195,12,46.66,1,6.0,0.5
8040,12,19,237,10,41.97,1,5.0,0.5
8041,2,10,347,2,9.68,1,1.0,0.5
8042,7,20,150,5,14.6,1,2.5,0.5
8043,11,18,262,14,57.14,1,7.0,0.5
8044,13,18,307,1,0.37,1,0.5,0.5
8045,2,13,343,4,14.36,1,2.0,0.5
8046,7,13,80,6,26.28,1,3.0,0.5
8047,15,20,84,1,4.56,1,0.5,0.5
8048,11,19,317,7,28.4,1,3.5,0.5
8049,2,19,188,3,13.46,1,1.5,0.5
8050,7,3,159,6,24.84,1,3.0,0.5
8051,4,4,350,4,16.48,1,2.0,0.5
8052,11,12,291,2,9.46,1,1.0,0.5
8053,2,14,33,2,11.39,1,1.0,0.5
8054,16,17,197,4,12.44,1,2.0,0.5
8055,7,18,131,1,4.08,1,0.5,0.5
8056,13,6,247,8,22.77,1,4.0,0.5
8057,5,15,45,3,11.97,1,1.5,0.5
8058,17,21,344,3,16.55,1,1.5,0.5
8059,12,15,246,9,34.69,1,4.5,0.5
8060,19,6,211,5,16.51,1,2.5,0.5
8061,7,12,355,4,19.3,1,2.0,0.5
8062,6,4,316,1,7.23,1,0.5,0.5
8063,8,5,292,11,38.08,1,5.5,0.5
8064,13,12,322,3,14.41,1,1.5,0.5
8065,5,13,299,2,9.95,1,1.0,0.5
8066,2,11,157,1,4.14,1,0.5,0.5
8067,9,16,69,11,28.48,1,5.5,0.5
8068,11,18,155,2,9.86,1,1.0,0.5
8069,6,4,177,12,25.24,1,6.0,0.5
8070,7,2,41,19,49.66,1,9.5,0.5
8071,7,11,97,2,10.05,1,1.0,0.5
8072,19,21,169,11,36.25,1,5.5,0.5
8073,6,8,215,2,12.71,1,1.0,0.5
8074,11,9,119,7,23.55,1,3.5,0.5
8075,11,5,302,1,4.4,1,0.5,0.5
8076,7,1,43,1,3.9,1,0.5,0.5
8077,2,15,1,4,16.03,1,2.0,0.5
8078,19,17,29,7,18.52,1,3.5,0.5
8079,4,19,74,15,52.45,1,7.5,0.5
8080,6,19,61,1,7.67,1,0.5,0.5
8081,17,2,258,7,24.38,1,3.5,0.5
8082,5,3,197,6,21.52,1,3.0,0.5
8083,7,16,308,4,20.95,1,2.0,0.5
8084,9,10,61,7,33.55,1,3.5,0.5
8085,1,21,79,2,10.73,1,1.0,0.5
8086,1,20,350,6,29.71,1,3.0,0.5
8087,19,20,88,7,36.63,1,3.5,0.5
8088,6,8,279,1,4.75,1,0.5,0.5
8089,18,4,237,11,32.43,1,5.5,0.5
8090,10,18,60,5,13.01,1,2.5,0.5
8091,11,19,39,17,48.35,1,8.5,0.5
8092,1,15,262,5,22.32,1,2.5,0.5
8093,1,15,210,1,3.26,1,0.5,0.5
8094,13,20,330,14,30.75,1,7.0,0.5
8095,5,11,198,2,7.08,1,1.0,0.5
8096,20,1,284,1,3.3,1,0.5,0.5
8097,1,17,87,6,28.96,1,3.0,0.5
8098,20,7,136,5,26.77,1,2.5,0.5
8099,3,17,349,7,27.13,1,3.5,0.5
8100,18,15,73,7,27.07,1,3.5,0.5
8101,9,15,180,1,7.31,1,0.5,0.5
8102,14,15,287,6,27.88,1,3.0,0.5
8103,17,8,234,8,35.86,1,4.0,0.5
8104,14,19,283,1,7.29,1,0.5,0.5
8105,4,7,333,6,30.46,1,3.0,0.5
8106,5,19,25,5,13.45,1,2.5,0.5
8107,17,1,206,8,19.86,1,4.0,0.5
8108,2,21,186,6,15.37,1,3.0,0.5
8109,5,21,127,2,5.4,1,1.0,0.5
8110,4,19,276,5,20.31,1,2.5,0.5
8111,4,8,365,2,5.84,1,1.0,0.5
8112,6,19,297,2,11.89,1,1.0,0.5
8113,20,5,286,6,14.57,1,3.0,0.5
8114,13,1,366,1,2.59,1,0.5,0.5
8115,5,16,272,10,27.05,1,5.0,0.5
8116,7,15,8,2,8.92,1,1.0,0.5
8117,20,13,158,2,12.39,1,1.0,0.5
8118,1,17,348,1,8.65,1,0.5,0.5
8119,14,11,188,3,17.22,1,1.5,0.5
8120,4,16,192,2,9.65,1,1.0,0.5
8121,17,18,150,10,34.99,1,5.0,0.5
8122,14,20,37,11,25.53,1,5.5,0.5
8123,16,16,253,3,9.58,1,1.5,0.5
8124,14,8,17,5,22.1,1,2.5,0.5
8125,16,2,165,4,17.08,1,2.0,0.5
8126,20,17,294,3,14.23,1,1.5,0.5
8127,8,20,245,2,5.97,1,1.0,0.5
8128,3,18,281,1,3.31,1,0.5,0.5
8129,19,17,144,11,33.47,1,5.5,0.5
8130,1,19,321,4,21.3,1,2.0,0.5
8131,2,18,227,3,11.58,1,1.5,0.5
8132,15,18,65,8,22.72,1,4.0,0.5
8133,10,3,3,4,11.56,1,2.0,0.5
8134,18,6,247,6,21.37,1,3.0,0.5
8135,14,15,350,3,12.65,1,1.5,0.5
8136,17,20,363,2,9.98,1,1.0,0.5
8137,13,20,210,9,26.44,1,4.5,0.5
8138,1,20,203,4,15.92,1,2.0,0.5
8139,5,19,40,1,3.83,1,0.5,0.5
8140,13,21,333,2,13.01,1,1.0,0.5
8141,14,7,255,2,8.54,1,1.0,0.5
8142,3,17,316,3,13.33,1,1.5,0.5
8143,15,13,104,3,10.86,1,1.5,0.5
8144,19,17,97,2,11.82,1,1.0,0.5
8145,17,8,300,13,27.14,1,6.5,0.5
8146,3,21,30,6,29.42,1,3.0,0.5
8147,16,21,242,6,31.72,1,3.0,0.5
8148,14,17,50,10,52.92,1,5.0,0.5
8149,12,4,182,5,20.55,1,2.5,0.5
8150,12,18,236,8,28.19,1,4.0,0.5
8151,11,12,173,2,5.52,1,1.0,0.5
8152,17,15,160,1,4.46,1,0.5,0.5
8153,8,3,46,4,17.37,1,2.0,0.5
8154,17,15,179,3,14.41,1,1.5,0.5
8155,20,19,357,13,27.72,1,6.5,0.5
8156,11,19,196,1,2.52,1,0.5,0.5
8157,2,14,270,5,18.41,1,2.5,0.5
8158,10,15,43,1,7.75,1,0.5,0.5
8159,10,18,137,12,27.6,1,6.0,0.5
8160,11,20,231,8,20.42,1,4.0,0.5
8161,6,12,163,12,24.59,1,6.0,0.5
8162,4,18,226,6,30.14,1,3.0,0.5
8163,12,20,332,6,21.12,1,3.0,0.5
8164,11,1,208,1,1.44,1,0.5,0.5
8165,13,16,250,8,28.06,1,4.0,0.5
8166,5,13,96,6,15.95,1,3.0,0.5
8167,6,17,211,3,17.63,1,1.5,0.5
8168,1,20,270,8,39.72,1,4.0,0.5
8169,6,19,117,2,7.37,1,1.0,0.5
8170,18,17,136,4,12.45,1,2.0,0.5
8171,9,16,257,11,54.52,1,5.5,0.5
8172,15,18,194,2,6.43,1,1.0,0.5
8173,8,11,70,2,9.21,1,1.0,0.5
8174,19,19,286,2,9.41,1,1.0,0.5
8175,16,8,263,10,34.31,1,5.0,0.5
8176,6,14,7,3,8.76,1,1.5,0.5
8177,6,17,279,4,11.21,1,2.0,0.5
8178,3,18,320,3,17.14,1,1.5,0.5
8179,10,8,285,3,15.25,1,1.5,0.5
8180,1,4,59,4,13.61,1,2.0,0.5
8181,14,17,273,3,13.91,1,1.5,0.5
8182,4,20,152,2,8.2,1,1.0,0.5
8183,12,15,147,1,1.61,1,0.5,0.5
8184,6,14,144,1,4.98,1,0.5,0.5
8185,11,16,271,1,8.06,1,0.5,0.5
8186,12,2,320,4,12.4,1,2.0,0.5
8187,10,21,156,3,13.22,1,1.5,0.5
8188,18,12,208,5,12.35,1,2.5,0.5
8189,7,6,150,7,35.57,1,3.5,0.5
8190,7,15,297,2,11.6,1,1.0,0.5
8191,11,11,67,2,7.36,1,1.0,0.5
8192,4,19,238,8,31.42,1,4.0,0.5
8193,20,7,338,2,12.02,1,1.0,0.5
8194,1,16,138,8,25.26,1,4.0,0.5
8195,13,6,224,1,3.83,1,0.5,0.5
8196,18,17,323,1,4.39,1,0.5,0.5
8197,9,17,37,7,29.78,1,3.5,0.5
8198,9,20,54,6,14.23,1,3.0,0.5
8199,9,20,126,7,16.45,1,3.5,0.5
8200,10,19,175,9,30.59,1,4.5,0.5
8201,2,9,80,4,14.51,1,2.0,0.5
8202,6,17,120,5,12.77,1,2.5,0.5
8203,15,20,240,3,13.07,1,1.5,0.5
8204,3,18,197,17,43.25,1,8.5,0.5
8205,11,16,231,9,21.73,1,4.5,0.5
8206,6,3,220,1,7.05,1,0.5,0.5
8207,3,7,347,9,18.2,1,4.5,0.5
8208,11,19,64,8,29.58,1,4.0,0.5
8209,15,20,134,2,11.4,1,1.0,0.5
8210,13,18,127,3,14.63,1,1.5,0.5
8211,20,8,87,1,6.05,1,0.5,0.5
8212,10,3,234,8,16.71,1,4.0,0.5
8213,6,4,106,1,2.13,1,0.5,0.5
8214,15,12,261,5,18.08,1,2.5,0.5
8215,18,19,169,4,18.93,1,2.0,0.5
8216,18,18,244,13,30.37,1,6.5,0.5
8217,7,16,248,3,15.48,1,1.5,0.5
8218,15,15,4,5,13.45,1,2.5,0.5
8219,18,3,297,5,24.35,1,2.5,0.5
8220,18,18,173,5,21.88,1,2.5,0.5
8221,20,7,287,7,18.72,1,3.5,0.5
8222,9,5,116,2,6.91,1,1.0,0.5
8223,2,4,345,5,20.98,1,2.5,0.5
8224,8,3,54,1,1.17,1,0.5,0.5
8225,20,16,225,2,6.73,1,1.0,0.5
8226,2,18,335,5,22.23,1,2.5,0.5
8227,11,15,237,2,7.81,1,1.0,0.5
8228,7,21,9,6,31.33,1,3.0,0.5
8229,6,21,173,3,19.68,1,1.5,0.5
8230,10,7,105,8,32.52,1,4.0,0.5
8231,5,18,244,8,19.07,1,4.0,0.5
8232,11,18,185,1,8.24,1,0.5,0.5
8233,1,9,56,11,31.51,1,5.5,0.5
8234,2,20,298,1,4.08,1,0.5,0.5
8235,1,4,240,15,31.73,1,7.5,0.5
8236,19,3,161,2,12.05,1,1.0,0.5
8237,2,16,165,3,11.2,1,1.5,0.5
8238,20,16,230,5,16.3,1,2.5,0.5
8239,4,18,119,3,12.67,1,1.5,0.5
8240,12,4,25,5,17.28,1,2.5,0.5
8241,20,16,297,10,52.22,1,5.0,0.5
8242,18,10,171,2,5.35,1,1.0,0.5
8243,1,14,223,7,24.32,1,3.5,0.5
8244,1,21,241,6,20.93,1,3.0,0.5
8245,14,8,154,1,3.4,1,0.5,0.5
8246,4,8,189,8,18.84,1,4.0,0.5
8247,5,20,9,9,34.81,1,4.5,0.5
8248,11,15,219,16,47.52,1,8.0,0.5
8249,13,7,2,4,10.05,1,2.0,0.5
8250,16,12,215,10,46.01,1,5.0,0.5
8251,13,3,304,5,24.24,1,2.5,0.5
8252,2,15,232,6,27.03,1,3.0,0.5
8253,16,19,178,3,12.78,1,1.5,0.5
8254,6,15,120,10,43.14,1,5.0,0.5
8255,14,20,267,13,42.13,1,6.5,0.5
8256,1,18,264,4,12.24,1,2.0,0.5
8257,17,17,194,4,23.14,1,2.0,0.5
8258,11,20,99,6,17.59,1,3.0,0.5
8259,19,6,218,2,10.93,1,1.0,0.5
8260,3,10,137,5,12.44,1,2.5,0.5
8261,11,21,267,1,6.03,1,0.5,0.5
8262,5,15,240,3,16.35,1,1.5,0.5
8263,17,21,331,6,29.41,1,3.0,0.5
8264,7,1,222,10,29.56,1,5.0,0.5
8265,10,12,111,8,35.63,1,4.0,0.5
8266,11,17,158,13,39.85,1,6.5,0.5
8267,3,17,108,1,9.15,1,0.5,0.5
8268,20,15,30,4,21.03,1,2.0,0.5
8269,10,16,198,1,3.03,1,0.5,0.5
8270,10,8,76,12,48.82,1,6.0,0.5
8271,14,16,312,1,7.06,1,0.5,0.5
8272,12,1,237,9,24.8,1,4.5,0.5
8273,15,20,312,13,39.83,1,6.5,0.5
8274,10,3,196,4,17.39,1,2.0,0.5
8275,10,7,329,8,39.94,1,4.0,0.5
8276,19,19,118,18,43.67,1,9.0,0.5
8277,1,21,44,1,4.92,1,0.5,0.5
8278,10,1,160,5,22.25,1,2.5,0.5
8279,2,18,180,5,20.18,1,2.5,0.5
8280,17,21,95,7,37.08,1,3.5,0.5
8281,7,11,113,3,13.85,1,1.5,0.5
8282,7,17,326,5,24.26,1,2.5,0.5
8283,20,15,178,1,7.91,1,0.5,0.5
8284,9,14,202,3,16.55,1,1.5,0.5
8285,2,16,245,1,6.64,1,0.5,0.5
8286,14,6,134,2,6.08,1,1.0,0.5
8287,17,18,81,2,9.38,1,1.0,0.5
8288,1,15,155,1,7.58,1,0.5,0.5
8289,9,19,285,18,37.14,1,9.0,0.5
8290,20,11,226,3,12.73,1,1.5,0.5
8291,19,17,209,2,8.89,1,1.0,0.5
8292,4,16,314,1,9.24,1,0.5,0.5
8293,8,17,208,3,13.29,1,1.5,0.5
8294,13,2,42,7,24.07,1,3.5,0.5
8295,4,11,148,2,9.64,1,1.0,0.5
8296,9,20,114,8,27.13,1,4.0,0.5
8297,9,4,302,2,11.89,1,1.0,0.5
8298,18,16,227,2,7.09,1,1.0,0.5
8299,12,6,208,6,28.02,1,3.0,0.5
8300,10,21,11,4,20.48,1,2.0,0.5
8301,11,15,104,2,10.3,1,1.0,0.5
8302,7,7,113,11,29.31,1,5.5,0.5
8303,9,14,123,4,16.15,1,2.0,0.5
8304,6,20,4,10,33.57,1,5.0,0.5
8305,19,21,308,9,22.6,1,4.5,0.5
8306,16,18,235,9,20.73,1,4.5,0.5
8307,15,19,65,13,33.67,1,6.5,0.5
8308,7,14,258,11,30.7,1,5.5,0.5
8309,16,11,249,1,7.46,1,0.5,0.5
8310,5,18,200,1,7.69,1,0.5,0.5
8311,16,13,314,13,28.69,1,6.5,0.5
8312,1,15,154,2,10.7,1,1.0,0.5
8313,19,8,341,7,35.26,1,3.5,0.5
